,product_name,product_price,product_rating,sold_quantity,category_name,scraped_date,Product Price(USD),Product Price(GBP),Product Price(EUR),Product Price(INR)
489,Gold Label Reserve  1 Ltr,13000.0,0.0,0.0,Spirits,25/04/2024,97.39,78.07,90.28,8125.0
490,Glenmorangie Nectar D'Or Single Malt Scotch Whisky - 750 ml -By Cheers Online,15300.0,0.0,0.0,Spirits,25/04/2024,114.62,91.89,106.26,9562.5
491,Glenfiddich 18yrs 700ML,18580.0,0.0,0.0,Spirits,25/04/2024,139.2,111.58,129.04,11612.5
492,Chivas Regal 12yrs  Whisky -1L,9000.0,5.0,0.0,Spirits,25/04/2024,67.43,54.05,62.5,5625.0
493,Captain Morgan 1000Ml,8610.0,0.0,0.0,Spirits,25/04/2024,64.5,51.71,59.8,5381.25
494,The Balvenie Doublewood 17 Years Whisky - 700ML -By Cheers Online,24320.0,0.0,0.0,Spirits,25/04/2024,182.2,146.06,168.9,15200.0
495,Chivas Regal Gold Signature Aged 18 years Scotch Whiskey 1Litre,16000.0,0.0,0.0,Spirits,25/04/2024,119.87,96.09,111.12,10000.0
496,Passport Old Reserve Blend Select Barrels 375ml,480.0,0.0,0.0,Spirits,25/04/2024,3.6,2.88,3.33,300.0
497,Yeti vodka 375 ml,1100.0,0.0,0.0,Spirits,25/04/2024,8.24,6.61,7.64,687.5
498,Jack Daniels Whiskey JD 500ml,4180.0,0.0,0.0,Spirits,25/04/2024,31.32,25.1,29.03,2612.5
499,Jameson Irish - 1L  Premium Whisky,7500.0,5.0,0.0,Spirits,25/04/2024,56.19,45.04,52.09,4687.5
500,Black Label 12 Yrs 50 ml,650.0,4.0,0.0,Spirits,25/04/2024,4.87,3.9,4.51,406.25
501,Iconic Russian 750Ml,1365.0,0.0,0.0,Spirits,25/04/2024,10.23,8.2,9.48,853.12
502,Blue Diamond London Extra Day 180 ML,290.0,0.0,0.0,Spirits,25/04/2024,2.17,1.74,2.01,181.25
503,Blue Diamond London Extra Day 375 ML,560.0,0.0,0.0,Spirits,25/04/2024,4.2,3.36,3.89,350.0
504,Blue Diamond London Extra Day 750 ML,1120.0,0.0,0.0,Spirits,25/04/2024,8.39,6.73,7.78,700.0
505,365 Days Vodka 750 Ml,1000.0,0.0,0.0,Spirits,25/04/2024,7.49,6.01,6.94,625.0
506,365 Days Vodka 375 Ml,500.0,0.0,0.0,Spirits,25/04/2024,3.75,3.0,3.47,312.5
507,Excellence Vodka 750ml,1665.0,0.0,0.0,Spirits,25/04/2024,12.47,10.0,11.56,1040.62
508,Gurkhas and Gun Finest Blended Whisky,2980.0,0.0,0.0,Spirits,25/04/2024,22.33,17.9,20.7,1862.5
509,Excellence Vodka 180ml,415.0,0.0,0.0,Spirits,25/04/2024,3.11,2.49,2.88,259.38
510,Chivas Regal Extra 750 Ml,6924.0,0.0,0.0,Spirits,25/04/2024,51.87,41.58,48.09,4327.5
511,Old Durbar 1000 ML,3400.0,0.0,0.0,Spirits,25/04/2024,25.47,20.42,23.61,2125.0
512,Johnnie Walker Blue Label 1L,38000.0,0.0,0.0,Spirits,25/04/2024,284.69,228.21,263.91,23750.0
513,Big Master Regular Red Wine 750 Ml,700.0,0.0,0.0,Wines,25/04/2024,5.24,4.2,4.86,437.5
514,Royal Big Master Apple Sweet White Wine Premium 750,890.0,0.0,0.0,Wines,25/04/2024,6.67,5.35,6.18,556.25
515,Villa Cardini Bardolino Red Wine - 750ML -By Cheers Online,1950.0,0.0,0.0,Wines,25/04/2024,14.61,11.71,13.54,1218.75
516,Bottega Rosso Montalcino Doc - 750 ml,4000.0,0.0,0.0,Wines,25/04/2024,29.97,24.02,27.78,2500.0
517,Akira Sweet White Wine 750 ML,825.0,0.0,0.0,Wines,25/04/2024,6.18,4.95,5.73,515.62
518,El Chivo Sauvignon Blanc (750 ml),1700.0,0.0,0.0,Wines,25/04/2024,12.74,10.21,11.81,1062.5
519,Campo Viejo Rioja Reserva Red Wine 750ML -By Cheers Online,3450.0,0.0,0.0,Wines,25/04/2024,25.85,20.72,23.96,2156.25
520,Lindeman's Bin 35 Rose Wine - 750ML -By Cheers Online,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
521,DIVINE WINE (Red),730.0,0.0,0.0,Wines,25/04/2024,5.47,4.38,5.07,456.25
522,Durbanville Hills Pinotage - 750 ml -By Cheers Online,2935.0,0.0,0.0,Wines,25/04/2024,21.99,17.63,20.38,1834.38
523,Campo Viejo Rioja Tempranillo Red Wine 750ML -By Cheers Online,2700.0,0.0,0.0,Wines,25/04/2024,20.23,16.22,18.75,1687.5
524,Palacio Del Campo (Spain)(Red),1250.0,0.0,0.0,Wines,25/04/2024,9.36,7.51,8.68,781.25
525,Adoro White Sweet Wine 750Ml,1600.0,0.0,0.0,Wines,25/04/2024,11.99,9.61,11.11,1000.0
526,Canvas White Wine 750Ml,895.0,0.0,0.0,Wines,25/04/2024,6.71,5.38,6.22,559.38
527,Baron D'Arignac Sweet Red 750ML,1500.0,0.0,0.0,Wines,25/04/2024,11.24,9.01,10.42,937.5
528,The Rising Royals Sweet Red Wine 750ml,995.0,0.0,0.0,Wines,25/04/2024,7.45,5.98,6.91,621.88
529,Palacio Del Campo Semi-Sweet Red Wine 750ml,1152.0,0.0,0.0,Wines,25/04/2024,8.63,6.92,8.0,720.0
530,Oina Sevea Sweet Wine 750Ml,1600.0,0.0,0.0,Wines,25/04/2024,11.99,9.61,11.11,1000.0
531,Bottega Merlot IGT 750ml,2495.0,0.0,0.0,Wines,25/04/2024,18.69,14.98,17.33,1559.38
532,JP Chenet Fashion Litchi -750ML,1810.0,0.0,0.0,Wines,25/04/2024,13.56,10.87,12.57,1131.25
533,2 Share Natural Sweet Red 750ML,1500.0,0.0,0.0,Wines,25/04/2024,11.24,9.01,10.42,937.5
534,Vega White Wine 750Ml,1600.0,0.0,0.0,Wines,25/04/2024,11.99,9.61,11.11,1000.0
535,Royal Musk Limestone Coast Cabernet Sauvignon 750ML,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
536,Robertson Winery Sweet White 750ML,1450.0,0.0,0.0,Wines,25/04/2024,10.86,8.71,10.07,906.25
537,Canvas Sweet Red 750ML,895.0,0.0,0.0,Wines,25/04/2024,6.71,5.38,6.22,559.38
538,Bottega Chardonnay IGT Trevenezie White Wine 750ML -By Cheers Online,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
539,J. P. CHENET CLASSIC Molleux Red - 750ml,1850.0,0.0,0.0,Wines,25/04/2024,13.86,11.11,12.85,1156.25
540,OBiKWA Pinotage Red Wine - 750ml -By Cheers Online,2350.0,0.0,0.0,Wines,25/04/2024,17.61,14.11,16.32,1468.75
541,Royal Musk Sauvignon Blanc 750ML,1500.0,0.0,0.0,Wines,25/04/2024,11.24,9.01,10.42,937.5
542,Jc Semillion Chardonnay 750 Ml,1785.0,0.0,0.0,Wines,25/04/2024,13.37,10.72,12.4,1115.62
543,Big Master Perfect Fruit Sweet Red Wine 750Ml,950.0,0.0,0.0,Wines,25/04/2024,7.12,5.71,6.6,593.75
544,Bottega Acino Chianti 750ml,2495.0,0.0,0.0,Wines,25/04/2024,18.69,14.98,17.33,1559.38
545,Jacob's Creek Classic Pinot Grigio 750ML,1875.0,0.0,0.0,Wines,25/04/2024,14.05,11.26,13.02,1171.88
546,2 Share Natural Sweet White 750ML,1500.0,0.0,0.0,Wines,25/04/2024,11.24,9.01,10.42,937.5
547,Saipal Red Wine 750ml,900.0,0.0,0.0,Wines,25/04/2024,6.74,5.41,6.25,562.5
548,Durbanville Hills Sauvignon Blanc - 750ML -By Cheers Online,2935.0,0.0,0.0,Wines,25/04/2024,21.99,17.63,20.38,1834.38
549,Lindemans Bin 40 Merlot,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
550,Bottega Soave Classico DOC White Wine 750ML -By Cheers Online,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
551,Jc Merlot 750 Ml,1785.0,0.0,0.0,Wines,25/04/2024,13.37,10.72,12.4,1115.62
552,Gato Negro Semi Sweeet White (750ml),1700.0,0.0,0.0,Wines,25/04/2024,12.74,10.21,11.81,1062.5
553,Gato Negro Semi Sweet White 750Ml,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
554,Refreshing Jc Shiraj Cabernet 750 Ml,1785.0,0.0,0.0,Wines,25/04/2024,13.37,10.72,12.4,1115.62
555,Jacob's Creek Classic Merlot 750ML,1875.0,0.0,0.0,Wines,25/04/2024,14.05,11.26,13.02,1171.88
556,Royal Big Master Regular Mixed Fruit Wine 750Ml,885.0,0.0,0.0,Wines,25/04/2024,6.63,5.31,6.15,553.12
557,J.P Chenet Peach 750Ml,2800.0,0.0,0.0,Wines,25/04/2024,20.98,16.82,19.45,1750.0
558,Primavera Vine Blanco Red wine 750ml,2000.0,0.0,0.0,Wines,25/04/2024,14.98,12.01,13.89,1250.0
559,JP Chenet Sweet Red 750ML,1850.0,0.0,0.0,Wines,25/04/2024,13.86,11.11,12.85,1156.25
560,Hardys Stamp Chardonnay Semillon- 750 ml -By Cheers Online,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
561,Primavera Vine Blanco white wine,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
562,Nederburg Winemasters Reserve Riesling White Wine - 750ml -By Cheers Online,2935.0,0.0,0.0,Wines,25/04/2024,21.99,17.63,20.38,1834.38
563,Bottega Merlot - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
564,Pinot Noir Vesper(750 ml),2500.0,0.0,0.0,Wines,25/04/2024,18.73,15.01,17.36,1562.5
565,Lindemans Bin 45 Cabernet Sauvignon,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
566,Lindeman's Bin 95 Sauvignon Blanc White Wine - 750ML -By Cheers Online,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
567,Bottega Sauvignon Blanc,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
568,Bottega Sauvignon Blanc By Bottega - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
569,Hakodate Keruna - Japanese Sparkling Wine 720Ml,3670.0,0.0,0.0,Wines,25/04/2024,27.49,22.04,25.49,2293.75
570,Bottega Chardonnay Igt Trevenezie - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
571,Canvas Red Wine 750Ml,895.0,0.0,0.0,Wines,25/04/2024,6.71,5.38,6.22,559.38
572,Hakodate Dornfelder Red Wine 720Ml,3170.0,0.0,0.0,Wines,25/04/2024,23.75,19.04,22.02,1981.25
573,Lindeman's Bin 90 Moscato White Wine - 750ML -By Cheers Online,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
574,Bottega Acino Chianti Classico - 750 ml,4000.0,0.0,0.0,Wines,25/04/2024,29.97,24.02,27.78,2500.0
575,Vinedos Del Litoral - White Sweet Wine (750ml),1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
576,Lindemans Bin 95 Sauvignon Blanc,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
577,Porto Wine 750Ml,4150.0,0.0,0.0,Wines,25/04/2024,31.09,24.92,28.82,2593.75
578,Jacob's Creek Classic Chardonnay 750ML,1875.0,0.0,0.0,Wines,25/04/2024,14.05,11.26,13.02,1171.88
579,Bottega Pinot Grigio Venezia Doc - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
580,Lindemans Bin 90 Moscato Wine -750ml,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
581,Bottega Amarone Valpolicella 750ml,8495.0,0.0,0.0,Wines,25/04/2024,63.64,51.02,59.0,5309.38
582,Ultrablack's Divine Wine White 750ml,775.0,0.0,0.0,Wines,25/04/2024,5.81,4.65,5.38,484.38
583,Lindemans Bin 85 Pinot Grigio,2100.0,0.0,0.0,Wines,25/04/2024,15.73,12.61,14.58,1312.5
584,Canvas Sweet White Wine 750ml,800.0,0.0,0.0,Wines,25/04/2024,5.99,4.8,5.56,500.0
585,Boron D' Arignac White 750Ml,1600.0,0.0,0.0,Wines,25/04/2024,11.99,9.61,11.11,1000.0
586,J.P Chenet Apple 750Ml,2800.0,0.0,0.0,Wines,25/04/2024,20.98,16.82,19.45,1750.0
587,Bottega Acino Chianti Classico Riserva DOCG Red Wine 750ML -By Cheers Online,5000.0,0.0,0.0,Wines,25/04/2024,37.46,30.03,34.72,3125.0
588,Bottega Acino Chianti Classico  Riserva - 750 ml,5000.0,0.0,0.0,Wines,25/04/2024,37.46,30.03,34.72,3125.0
589,Climat Sweet White Wine 750ml,695.0,0.0,0.0,Wines,25/04/2024,5.21,4.17,4.83,434.38
590,Bottega Amarone Della Valpolicella DOCG Red Wine 750ML -By Cheers Online,8500.0,0.0,0.0,Wines,25/04/2024,63.68,51.05,59.03,5312.5
591,Calvet White Wine 750Ml,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
592,Bottega Pinot Grigio Venezia DOC White Wine 750ML -By Cheers Online,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
593,Stanley Dolce Rosso Red 4L,6800.0,0.0,0.0,Wines,25/04/2024,50.94,40.84,47.23,4250.0
594,Hakodate Bacchus-Japanese White Wine 720Ml,3170.0,0.0,0.0,Wines,25/04/2024,23.75,19.04,22.02,1981.25
595,Bottega Pret A Porter Brunello Riserva - 750 ml,18000.0,0.0,0.0,Wines,25/04/2024,134.85,108.1,125.01,11250.0
596,Laine Napolean 750Ml,4500.0,0.0,0.0,Wines,25/04/2024,33.71,27.03,31.25,2812.5
597,JP Chenet Sweet White 750ML,1850.0,0.0,0.0,Wines,25/04/2024,13.86,11.11,12.85,1156.25
598,Bottega Amarone Valpol. Docg - 750 ml,8500.0,0.0,0.0,Wines,25/04/2024,63.68,51.05,59.03,5312.5
599,Durbanville Hills Chardonnay - 750ML -By Cheers Online,2935.0,0.0,0.0,Wines,25/04/2024,21.99,17.63,20.38,1834.38
600,Bottega Pinot Grigio Rose - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
601,Valdouro Porto Ruby Port 750ML,2500.0,0.0,0.0,Wines,25/04/2024,18.73,15.01,17.36,1562.5
602,Dulzino Moscato Sweet White Wine  750ml,1700.0,0.0,0.0,Wines,25/04/2024,12.74,10.21,11.81,1062.5
603,"Calvet Chateauneuf Du Pape Red Wine, 750ml -By Cheers Online",5300.0,0.0,0.0,Wines,25/04/2024,39.71,31.83,36.81,3312.5
604,Bottega Brunello Di Montalcino DOCG Red Wine 750ML -By Cheers Online,9500.0,0.0,0.0,Wines,25/04/2024,71.17,57.05,65.98,5937.5
605,Canvas Sweet Red Wine 4L,3995.0,0.0,0.0,Wines,25/04/2024,29.93,23.99,27.74,2496.88
606,Bottega Brunello Montalcino Docg - 750 ml,9500.0,0.0,0.0,Wines,25/04/2024,71.17,57.05,65.98,5937.5
607,Bottega Moscato Still - 750 ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
608,Jacob's Creek Classic Chardonnay 750ml,1875.0,0.0,0.0,Wines,25/04/2024,14.05,11.26,13.02,1171.88
609,BIG MASTER PREMIUM 750ML (White),890.0,0.0,0.0,Wines,25/04/2024,6.67,5.35,6.18,556.25
610,Bottega Pret A Porter Amarone Doc - 750 ml,17000.0,0.0,0.0,Wines,25/04/2024,127.36,102.1,118.06,10625.0
611,JP Chenet Sweet White Wine - 750ML,1800.0,0.0,0.0,Wines,25/04/2024,13.49,10.81,12.5,1125.0
612,Porto Valdouro Ruby Port Red Wine 750ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
613,Porto Valdouro White Port Wine 750ml,2300.0,0.0,0.0,Wines,25/04/2024,17.23,13.81,15.97,1437.5
614,Aroma Premium Red Wine 750ml,1050.0,0.0,0.0,Wines,25/04/2024,7.87,6.31,7.29,656.25
615,Canvas Sweet White Wine 750Ml,895.0,5.0,0.0,Wines,25/04/2024,6.71,5.38,6.22,559.38
616,Divine Wines Red Sweet Wine 750ml,775.0,4.0,0.0,Wines,25/04/2024,5.81,4.65,5.38,484.38
617,Jc Sauvignon Blanc 750 Ml,1785.0,0.0,0.0,Wines,25/04/2024,13.37,10.72,12.4,1115.62
618,Jacob's Creek Classic Moscato 750ML,1875.0,0.0,0.0,Wines,25/04/2024,14.05,11.26,13.02,1171.88
619,Sangria Claudio 1500Ml,3650.0,0.0,0.0,Wines,25/04/2024,27.34,21.92,25.35,2281.25
620,Baron d'Arignac Dry White 750ML,1500.0,0.0,0.0,Wines,25/04/2024,11.24,9.01,10.42,937.5
621,Arna 8 Wild Himalayan Beer 650Ml,330.0,0.0,0.0,Beer,25/04/2024,2.47,1.98,2.29,206.25
622,Craft Beer Barahsinghe Pilsner Beer 650ml,390.0,0.0,0.0,Beer,25/04/2024,2.92,2.34,2.71,243.75
623,Barshinge Strong Beer 650 Ml,2452.0,0.0,0.0,Beer,25/04/2024,18.37,14.73,17.03,1532.5
624,Arna (8) 500 Ml Can Beer,260.0,0.0,0.0,Beer,25/04/2024,1.95,1.56,1.81,162.5
625,Budwiser Magnum 650 Ml,350.0,0.0,0.0,Beer,25/04/2024,2.62,2.1,2.43,218.75
626,Good Quality Budwiser Magnum 330 Ml,180.0,0.0,0.0,Beer,25/04/2024,1.35,1.08,1.25,112.5
627,Firemoon Beer 330 Ml,3356.0,0.0,0.0,Beer,25/04/2024,25.14,20.15,23.31,2097.5
628,Yeti Premium Lager Beer 330 ML,180.0,0.0,0.0,Beer,25/04/2024,1.35,1.08,1.25,112.5
629,Arna Premium Lager Beer 650 ML,400.0,0.0,0.0,Beer,25/04/2024,3.0,2.4,2.78,250.0
630,Barahsinghe Super Strong Beer 650 ML,290.0,0.0,0.0,Beer,25/04/2024,2.17,1.74,2.01,181.25
631,Budweiser Magnum Premium Beer 330 ML,190.0,0.0,0.0,Beer,25/04/2024,1.42,1.14,1.32,118.75
632,Budweiser Magnum Premium Beer 650 ML,360.0,0.0,0.0,Beer,25/04/2024,2.7,2.16,2.5,225.0
10154,Nomo Nomo-Sake 2 Litre,5315.0,0.0,0.0,Spirits,05/05/2024,39.82,31.92,36.91,3321.88
10176,Barahsinghe Pilsner 650ML,399.0,0.0,0.0,Beer,05/05/2024,2.99,2.4,2.77,249.38
10577,Big Master Prefect Fruit Red Wine 750Ml,850.0,5.0,0.0,Wines,12/05/2024,6.37,5.1,5.9,531.25
10579,Canvas Box Sweet Red Wine 4L,3500.0,5.0,0.0,Wines,12/05/2024,26.22,21.02,24.31,2187.5
10593,Divine Wine Red Sweet Wine 750Ml,775.0,0.0,0.0,Wines,12/05/2024,5.81,4.65,5.38,484.38
10604,Carlsberg Danish Pilsner Can 500ML,365.0,0.0,0.0,Beer,12/05/2024,2.73,2.19,2.53,228.12
10613,Corona Extra Bottle 330Ml,425.0,0.0,0.0,Beer,12/05/2024,3.18,2.55,2.95,265.62
10675,Khukuri Spice Domestic Rum -750Ml,2350.0,5.0,0.0,Spirits,12/05/2024,17.61,14.11,16.32,1468.75
10699,Old Durbar Reserve Whisky 750Ml,2600.0,5.0,0.0,Spirits,12/05/2024,19.48,15.61,18.06,1625.0
10700,Jim Beam Kentucky Straight Bourbon Whiskey 1ltr,8500.0,0.0,0.0,Spirits,12/05/2024,63.68,51.05,59.03,5312.5
10702,Nepse Bull Rare Malt Whiskey 750ml,4850.0,5.0,0.0,Spirits,12/05/2024,36.34,29.13,33.68,3031.25
10708,Teachers Highland Cream Whiskey 1ltr,7000.0,0.0,0.0,Spirits,12/05/2024,52.44,42.04,48.61,4375.0
10713,Vat 69 Blended Scotch whiskey 1ltr,6200.0,0.0,0.0,Spirits,12/05/2024,46.45,37.24,43.06,3875.0
10723,The Glenlivet Single Malt Scotch Whiskey750ml,8200.0,0.0,0.0,Spirits,12/05/2024,61.43,49.25,56.95,5125.0
10733,The Famous Grouse Blended Scotch Whiskey1L,7500.0,0.0,0.0,Spirits,12/05/2024,56.19,45.04,52.09,4687.5
10803,Nepal Finest Khukuri Rum 750Ml,2000.0,0.0,0.0,Spirits,12/05/2024,14.98,12.01,13.89,1250.0
10809,Jameson Irish Permium whiskey1L,7400.0,0.0,0.0,Spirits,12/05/2024,55.44,44.44,51.39,4625.0
10921,Khukuri White Domestic Rum 750Ml,2400.0,0.0,0.0,Spirits,12/05/2024,17.98,14.41,16.67,1500.0
